,var38,var15,TARGET
5451,48872.46,91,0
5452,57547.98,25,0
5453,62342.7,42,0
5454,255037.2,28,0
5455,69578.91,23,0
5456,136476.09,46,0
5457,109706.46,67,0
5458,114893.07,23,0
5459,117310.979016,24,0
5460,33701.7,23,0
5461,165957.63,23,0
5462,68041.86,23,0
5463,100028.37,37,0
5464,57852.93,23,0
5465,173320.62,23,0
5466,117310.979016,23,0
5467,124461.33,28,0
5468,137545.77,53,0
5469,41663.1,28,0
5470,123925.35,23,0
5471,1067972.01,27,0
5472,117310.979016,23,0
5473,63090.69,42,0
5474,67406.94,23,0
5475,117310.979016,32,0
5476,175149.27,32,0
5477,136864.23,23,0
5478,59662.11,33,0
5479,45984.36,23,0
5480,76837.83,24,0
5481,81895.14,46,1
5482,52081.02,23,0
5483,117310.979016,23,0
5484,148073.19,34,0
5485,117310.979016,31,0
5486,71018.43,38,0
5487,103319.31,23,0
5488,56786.58,23,0
5489,117310.979016,38,0
5490,21818.67,37,0
5491,266916.06,37,0
5492,73375.98,23,0
5493,60593.49,29,0
5494,117310.979016,23,0
5495,149592.42,23,0
5496,444165.66,36,0
5497,117310.979016,41,0
5498,50982.81,39,0
5499,40197.42,40,0
5500,232733.01,27,0
5501,43110.0,50,0
5502,122289.51,44,0
5503,97908.51,23,0
5504,167954.07,29,0
5505,291311.37,47,0
5506,76021.26,37,0
5507,51186.54,28,0
5508,61799.61,23,0
5509,183723.03,33,0
5510,117310.979016,35,1
5511,87389.13,23,0
5512,84685.23,23,0
5513,150637.83,28,0
5514,220640.73,23,0
5515,245640.21,25,0
5516,101344.5,38,0
5517,138157.86,38,0
5518,117310.979016,23,0
5519,94653.72,27,0
5520,137306.07,26,0
5521,147824.73,26,0
5522,19430.91,28,0
5523,54860.64,27,0
5524,145760.1,23,0
5525,34836.33,23,0
5526,217387.29,72,0
5527,153308.31,23,0
5528,117310.979016,78,0
5529,117310.979016,23,0
5530,134785.59,23,0
5531,111044.46,24,0
5532,98648.13,25,0
5533,58378.74,23,0
5534,71392.65,26,0
5535,117310.979016,51,0
5536,112104.36,36,0
5537,117310.979016,35,0
5538,54359.34,36,0
5539,83889.51,23,0
5540,46583.46,28,0
5541,77392.92,25,0
5542,117310.979016,35,0
5543,112602.24,26,0
5544,79583.73,23,0
5545,117310.979016,23,0
5546,35834.1,23,0
5547,47496.45,22,0
5548,57485.55,59,0
5549,32824.44,23,0
5550,70239.78,51,0
5551,98013.24,48,0
5552,117310.979016,38,0
5553,38914.11,32,1
5554,57755.76,34,0
5555,117310.979016,23,0
5556,131619.06,33,0
5557,134391.99,42,0
5558,117310.979016,62,0
5559,117310.979016,23,0
5560,89448.48,38,0
5561,117310.979016,23,0
5562,36588.45,43,0
5563,132399.96,70,0
5564,83913.87,24,0
5565,223448.13,23,0
5566,28599.42,24,0
5567,117310.979016,23,0
5568,58260.0,25,0
5569,197081.7,23,0
5570,117310.979016,23,0
5571,74513.49,27,0
5572,68532.57,32,1
5573,42910.32,37,0
5574,60128.46,25,0
5575,117310.979016,42,0
5576,117310.979016,23,0
5577,193275.24,67,0
5578,49558.95,37,0
5579,143505.54,28,0
5580,119149.41,25,0
5581,117310.979016,23,0
5582,43551.42,31,0
5583,117310.979016,23,0
5584,70770.6,23,0
5585,115463.73,25,0
5586,46636.83,30,0
5587,117310.979016,26,0
5588,117310.979016,39,0
5589,77920.14,30,0
5590,117310.979016,24,0
5591,88976.31,45,0
5592,79621.74,24,0
5593,79659.78,49,0
5594,117310.979016,23,0
5595,61236.21,26,0
5596,117310.979016,28,0
5597,117310.979016,23,0
5598,117310.979016,23,0
5599,32877.75,27,0
5600,56942.91,50,0
5601,86917.74,23,0
5602,133093.89,23,0
5603,120235.59,56,0
5604,164869.47,23,0
5605,163598.52,25,0
5606,150118.44,49,0
5607,91460.01,26,1
5608,84652.68,28,0
5609,112184.85,24,0
5610,97999.41,50,0
5611,34830.12,50,0
5612,122271.99,23,0
5613,117310.979016,23,0
5614,127623.57,57,0
5615,41692.08,34,1
5616,117310.979016,35,0
5617,60578.37,23,0
5618,78751.71,24,0
5619,67277.16,28,0
5620,117310.979016,33,0
5621,51893.04,58,0
5622,52596.48,37,1
5623,119932.17,36,0
5624,117310.979016,42,0
5625,74650.83,23,0
5626,117310.979016,45,0
5627,105260.88,35,0
5628,145362.48,23,0
5629,130505.13,23,0
5630,54571.62,36,0
5631,146686.14,25,0
5632,97780.86,37,0
5633,117761.76,23,0
5634,71172.69,25,0
5635,123799.08,55,1
5636,37647.36,23,0
5637,260765.07,23,0
5638,122150.13,24,0
5639,113485.56,26,0
5640,72178.2,24,0
5641,117310.979016,23,0
5642,117310.979016,23,0
5643,188946.42,53,0
5644,90959.73,25,0
5645,259298.76,43,0
5646,62552.31,25,0
5647,23287.89,27,0
5648,58671.72,38,0
5649,117310.979016,48,1
5650,27768.42,25,0
5651,62113.56,28,0
5652,114441.99,23,0
5653,91086.51,70,0
5654,79345.56,46,0
5655,74008.14,22,0
5656,118637.31,65,0
5657,25736.64,23,0
5658,125611.68,31,0
5659,117310.979016,32,1
5660,56595.99,23,0
5661,140254.5,23,0
5662,95496.93,36,0
5663,117310.979016,23,0
5664,100040.16,23,0
5665,85560.24,34,1
5666,183548.43,23,0
5667,67895.97,23,0
5668,117310.979016,23,0
5669,59418.45,33,0
5670,54644.52,26,0
5671,68706.15,23,0
5672,193497.03,23,0
5673,193486.8,23,0
5674,67481.22,23,0
5675,109264.14,27,0
5676,92921.79,26,0
5677,124417.35,46,0
5678,70847.4,23,0
5679,117310.979016,60,0
5680,82781.85,56,0
5681,132441.51,43,0
5682,142197.6,23,0
5683,117310.979016,23,0
5684,147147.27,24,0
5685,60588.06,23,0
5686,138214.62,24,0
5687,56458.05,23,0
5688,50806.68,56,0
5689,117310.979016,36,0
5690,117310.979016,54,0
5691,250124.64,42,0
5692,79383.48,37,0
5693,341925.36,25,0
5694,129044.79,52,0
5695,89480.55,24,0
5696,186350.43,35,0
5697,36851.58,49,0
5698,117310.979016,52,0
5699,117310.979016,25,0
5700,117310.979016,28,0
5701,54701.34,28,0
5702,102221.55,23,0
5703,114110.01,27,0
5704,110335.89,23,0
5705,66857.1,23,0
5706,59809.77,36,0
5707,158704.11,31,0
5708,117310.979016,26,0
5709,117310.979016,23,0
5710,57038.52,48,0
5711,71584.8,26,0
5712,59570.25,23,0
5713,89887.77,24,0
5714,101444.7,24,0
5715,71038.05,23,0
5716,117310.979016,32,0
5717,46782.09,27,0
5718,62080.62,23,0
5719,66687.51,23,0
5720,578955.15,49,0
5721,77541.72,53,1
5722,117310.979016,46,0
5723,69968.31,23,0
5724,49967.4,24,0
5725,78285.69,46,0
5726,178427.64,25,0
5727,117310.979016,28,0
5728,129315.96,23,0
5729,47945.37,23,0
5730,117310.979016,23,0
5731,117310.979016,23,0
5732,53916.3,25,0
5733,105238.71,23,0
5734,78929.94,23,0
5735,40077.72,29,0
5736,112419.51,27,0
5737,53289.78,25,0
5738,91077.48,51,0
5739,117310.979016,23,0
5740,253756.41,23,0
5741,62262.54,51,0
5742,87740.19,23,0
5743,117310.979016,24,0
5744,64341.24,29,0
5745,57245.22,23,0
5746,117310.979016,22,0
5747,117310.979016,10,0
5748,49140.33,35,0
5749,117310.979016,36,0
5750,182585.7,32,0
5751,53160.57,26,0
5752,117310.979016,45,0
5753,54994.08,23,0
5754,72264.66,50,0
5755,245303.85,23,0
5756,74534.28,22,0
5757,319143.81,27,0
5758,117310.979016,29,0
5759,83517.24,32,0
5760,81969.81,23,0
5761,70217.07,43,0
5762,85384.02,43,0
5763,117310.979016,23,0
5764,61114.95,25,0
5765,35315.07,24,0
5766,94198.83,35,0
5767,351783.15,23,0
5768,216375.78,67,0
5769,70378.08,27,0
5770,83494.5,27,0
5771,117310.979016,22,0
5772,111510.66,27,0
5773,83229.21,23,0
5774,36485.01,23,0
5775,117310.979016,28,0
5776,109013.28,39,0
5777,48522.39,32,0
5778,92098.89,24,0
5779,117310.979016,24,0
5780,32491.56,23,0
5781,133015.44,24,0
5782,104644.41,25,0
5783,60603.0,48,0
5784,117310.979016,31,0
5785,117310.979016,23,0
5786,303011.43,23,0
5787,53015.76,24,0
5788,37020.69,22,0
5789,42991.56,23,0
5790,124866.27,23,0
5791,75949.2,23,0
5792,100991.46,36,0
5793,77949.27,60,1
5794,54790.65,25,0
5795,81177.54,26,0
5796,111746.73,53,0
5797,75634.83,44,0
5798,41597.04,41,0
5799,68435.85,53,0
5800,117310.979016,23,0
5801,256756.77,24,0
5802,292593.81,29,0
5803,83860.08,41,0
5804,126179.34,23,0
5805,86801.79,46,0
5806,192948.36,29,0
5807,156414.9,24,0
5808,238096.95,23,0
5809,201196.29,52,0
5810,104815.89,23,0
5811,117310.979016,23,0
5812,267614.88,82,0
5813,159731.19,44,0
5814,117310.979016,38,0
5815,117310.979016,56,0
5816,78003.96,23,0
5817,117310.979016,27,0
5818,83215.95,23,0
5819,117310.979016,23,0
5820,117310.979016,23,0
5821,345158.7,56,0
5822,62883.21,41,0
5823,117310.979016,23,0
5824,85722.03,33,1
5825,144864.84,24,0
5826,34960.8,24,0
5827,79038.63,35,0
5828,96182.52,43,0
5829,123447.42,53,0
5830,196766.58,28,0
5831,25225.29,41,0
5832,49726.5,23,0
5833,117310.979016,46,0
5834,199709.01,45,0
5835,54665.91,44,0
5836,216405.57,40,0
5837,52053.12,26,0
5838,133594.17,27,0
5839,40341.36,23,0
5840,117310.979016,29,0
5841,117310.979016,30,0
5842,195254.64,32,0
5843,117310.979016,23,0
5844,128168.46,44,0
5845,127473.45,41,0
5846,106483.29,26,0
5847,32814.24,36,0
5848,80623.05,36,0
5849,82229.43,24,0
5850,59945.1,22,0
5851,117310.979016,49,0
5852,68295.69,30,0
5853,216940.83,23,0
5854,117310.979016,23,0
5855,62109.33,23,0
5856,170482.38,42,1
5857,117310.979016,23,0
5858,110429.31,44,0
5859,112565.79,36,0
5860,132062.79,26,0
5861,117310.979016,43,0
5862,60331.32,26,0
5863,52707.99,41,0
5864,49649.76,33,0
5865,117310.979016,31,0
5866,46251.6,24,0
5867,495990.0,28,0
5868,445798.59,39,0
5869,68129.43,23,0
5870,49325.88,23,0
5871,117310.979016,26,0
5872,117310.979016,24,0
5873,192920.76,38,0
5874,38490.75,25,0
5875,68761.95,83,0
5876,117310.979016,23,0
5877,20370.15,23,0
5878,94630.2,51,0
5879,108711.3,24,0
5880,101744.76,23,0
5881,88681.65,68,0
5882,77706.33,22,0
5883,117310.979016,91,0
5884,115476.6,22,0
5885,117310.979016,23,0
5886,43191.6,55,0
5887,117310.979016,42,0
5888,201645.03,23,0
5889,104093.49,30,0
5890,59287.05,59,0
5891,117310.979016,23,0
5892,78026.43,26,0
5893,174290.49,27,0
5894,98707.62,38,0
5895,179534.31,23,0
5896,127087.29,31,0
5897,47375.31,33,0
5898,311071.62,62,0
5899,85309.08,23,0
5900,101786.4,23,0
5901,91686.69,49,0
5902,245735.67,35,0
5903,80721.33,23,0
5904,85501.32,23,0
5905,49599.27,23,0
5906,50659.23,48,0
5907,60427.11,34,0
5908,168159.06,25,0
5909,117310.979016,44,0
5910,87182.31,53,0
5911,36413.64,37,0
5912,96761.28,40,0
5913,58694.22,24,0
5914,96990.6,29,0
5915,45433.65,23,0
5916,112187.97,25,0
5917,135909.27,39,0
5918,26722.77,51,0
5919,90284.7,28,0
5920,961528.08,25,0
5921,463625.16,45,0
5922,117310.979016,31,0
5923,121334.28,24,0
5924,253590.63,53,0
5925,163446.48,57,0
5926,65061.66,24,0
5927,616792.41,23,0
5928,92316.03,28,0
5929,64790.61,40,0
5930,32121.57,48,0
5931,117310.979016,40,0
5932,78686.1,32,1
5933,124746.54,68,0
5934,59904.03,36,0
5935,61566.3,26,0
5936,94299.03,23,0
5937,78658.77,28,0
5938,117310.979016,23,0
5939,51394.65,46,0
5940,87519.39,25,0
5941,117310.979016,25,0
5942,68260.47,24,0
5943,102689.19,24,0
5944,220860.72,25,0
5945,282375.57,23,0
5946,117310.979016,49,0
5947,91826.49,39,0
5948,49572.63,32,0
5949,118421.61,49,0
5950,99531.81,26,0
5951,79080.72,34,0
5952,117310.979016,23,0
5953,117310.979016,27,0
5954,70974.33,64,0
5955,15258.45,61,0
5956,100818.96,54,1
5957,69962.31,28,0
5958,117310.979016,27,0
5959,89772.33,44,0
5960,117310.979016,30,0
5961,117310.979016,23,0
5962,53570.25,53,0
5963,101355.51,36,0
5964,34692.84,50,0
5965,79213.5,33,0
5966,152880.87,25,0
5967,117310.979016,29,0
5968,163864.2,26,0
5969,53695.44,32,0
5970,148163.25,25,0
5971,62659.44,31,0
5972,70575.12,23,0
5973,26552.55,23,0
5974,23346.69,32,0
5975,100710.06,23,0
5976,117310.979016,23,0
5977,148468.41,23,0
5978,90954.33,86,0
5979,57265.65,41,0
5980,57206.82,32,0
5981,107829.75,23,0
5982,49312.29,25,0
5983,62998.59,24,0
5984,20741.82,23,0
5985,131453.91,55,0
5986,185683.32,23,0
5987,135611.37,40,0
5988,82625.22,24,0
5989,142732.38,45,1
5990,26996.58,36,0
5991,71762.97,23,0
5992,97261.92,39,0
5993,117310.979016,23,0
5994,49314.81,33,0
5995,39176.04,29,0
5996,76904.43,26,0
5997,109088.01,23,0
5998,66451.68,23,0
5999,117310.979016,41,0
6000,52646.1,37,0
6001,106009.47,23,0
6002,126155.67,23,0
6003,112057.62,30,0
6004,117310.979016,44,0
6005,50186.31,23,0
6006,117310.979016,24,0
6007,669351.78,39,0
6008,117310.979016,27,0
6009,59863.8,22,0
6010,143686.29,23,0
6011,80441.22,30,0
6012,45209.43,23,0
6013,115739.88,50,0
6014,95765.79,23,0
6015,97302.33,23,0
6016,117310.979016,52,0
6017,110114.25,24,0
6018,82020.3,23,0
6019,67778.04,44,0
6020,109425.66,28,0
6021,117310.979016,23,0
6022,117310.979016,23,0
6023,38545.29,27,0
6024,127413.72,23,0
6025,103497.09,23,0
6026,78705.3,22,0
6027,46381.86,23,0
6028,42256.23,29,0
6029,117310.979016,25,0
6030,34607.37,37,0
6031,55376.82,35,1
6032,72876.48,34,0
6033,73317.66,39,0
6034,80707.02,46,0
6035,221895.27,29,0
6036,49792.2,37,0
6037,702173.16,25,0
6038,102810.84,34,0
6039,79277.85,23,0
6040,139208.73,22,0
6041,131684.61,23,0
6042,94658.13,35,0
6043,117310.979016,25,0
6044,88347.96,34,0
6045,43831.86,23,0
6046,183253.53,49,0
6047,72602.91,38,0
6048,106322.13,27,0
6049,117310.979016,43,0
6050,90057.75,23,0
6051,117310.979016,26,0
6052,37711.02,32,1
6053,361007.25,46,0
6054,117310.979016,43,0
6055,118471.65,30,0
6056,95014.98,44,0
6057,59326.5,23,0
6058,117310.979016,28,0
6059,276162.39,66,0
6060,142172.76,37,1
6061,117310.979016,35,0
6062,58038.36,23,0
6063,87442.98,24,0
6064,182457.51,28,0
6065,72120.87,23,0
6066,117310.979016,23,0
6067,117310.979016,91,0
6068,69199.38,29,0
6069,106339.5,44,0
6070,46842.57,29,0
6071,79474.92,23,0
6072,92069.52,29,0
6073,74565.51,36,0
6074,83210.88,46,0
6075,73379.43,23,0
6076,135888.72,51,0
6077,117310.979016,23,0
6078,109066.86,34,0
6079,218352.42,33,0
6080,63651.06,24,0
6081,412120.62,84,0
6082,30709.47,78,0
6083,50561.25,24,0
6084,118912.77,28,0
6085,121398.87,46,0
6086,53351.07,30,0
6087,102065.01,48,0
6088,280174.59,24,0
6089,41722.53,26,0
6090,171776.01,25,0
6091,109994.64,23,0
6092,117310.979016,28,0
6093,117310.979016,27,1
6094,178403.4,62,0
6095,109700.49,28,0
6096,117310.979016,24,0
6097,117310.979016,23,0
6098,253658.7,29,0
6099,126644.4,23,0
6100,63788.61,40,0
6101,117310.979016,24,0
6102,141878.82,23,0
6103,221789.4,68,0
6104,62354.49,43,0
6105,81607.17,30,0
6106,160204.41,39,0
6107,141022.47,31,0
6108,142914.09,46,0
6109,202690.62,23,0
6110,66063.09,24,0
6111,54659.97,23,0
6112,65515.38,23,0
6113,60446.82,23,0
6114,169799.34,23,0
6115,92927.73,63,0
6116,117310.979016,38,0
6117,165426.87,28,0
6118,79882.65,23,0
6119,36905.67,23,0
6120,325228.53,25,0
6121,777488.64,35,0
6122,44442.51,24,0
6123,81584.82,33,0
6124,184379.01,22,0
6125,127400.4,26,0
6126,117310.979016,51,0
6127,141722.67,23,0
6128,139014.72,24,0
6129,117310.979016,35,1
6130,78322.92,32,1
6131,101339.94,31,0
6132,132022.62,23,0
6133,60505.77,22,0
6134,154660.71,32,0
6135,117310.979016,58,0
6136,81377.76,23,0
6137,66923.64,23,0
6138,85723.83,59,0
6139,124595.16,23,0
6140,101051.97,59,0
6141,117310.979016,32,0
6142,149169.6,23,0
6143,56574.42,33,0
6144,63465.78,55,0
6145,79867.98,24,0
6146,151502.07,22,0
6147,68272.17,23,0
6148,74828.07,72,0
6149,117310.979016,23,0
6150,117310.979016,33,0
6151,97710.36,31,0
6152,117310.979016,23,0
6153,113490.9,47,1
6154,98055.42,58,0
6155,54045.63,23,0
6156,194516.52,24,0
6157,100734.18,23,0
6158,117310.979016,30,0
6159,53784.78,24,0
6160,117310.979016,23,0
6161,117310.979016,46,0
6162,117613.11,34,0
6163,33738.36,44,0
6164,62340.42,23,0
6165,138984.9,60,0
6166,48115.41,26,0
6167,49951.65,24,0
6168,53162.46,23,0
6169,324032.76,24,0
6170,32648.28,42,0
6171,45230.94,27,0
6172,174596.88,71,0
6173,88453.41,43,0
6174,114152.07,23,0
6175,200089.29,40,0
6176,74232.03,26,0
6177,117310.979016,34,0
6178,53144.22,39,0
6179,105704.97,23,0
6180,117310.979016,58,0
6181,60103.14,55,0
6182,74881.77,23,0
6183,142412.55,26,0
6184,69511.41,55,0
6185,130317.78,26,0
6186,117310.979016,23,0
6187,117310.979016,49,0
6188,117310.979016,42,0
6189,47382.39,23,0
6190,140471.55,27,0
6191,91316.7,39,0
6192,63971.25,57,0
6193,139994.46,26,0
6194,99788.85,23,0
6195,291102.54,38,0
6196,143020.77,23,0
6197,137768.82,23,0
6198,57150.18,38,0
6199,117310.979016,23,0
6200,117310.979016,38,0
6201,70452.15,23,0
6202,153734.52,24,0
6203,127803.12,46,0
6204,71758.59,24,0
6205,117310.979016,24,0
6206,110959.56,45,0
6207,63322.2,40,0
6208,66054.45,27,0
6209,117310.979016,23,0
6210,131257.14,31,0
6211,52401.93,27,0
6212,59150.73,27,0
6213,58146.06,26,0
6214,129294.33,40,0
6215,117310.979016,23,0
6216,66701.04,39,0
6217,117310.979016,23,0
6218,117310.979016,47,0
6219,141168.99,23,1
6220,117310.979016,40,0
6221,84600.33,23,0
6222,75758.55,24,0
6223,62315.4,29,0
6224,98464.92,28,0
6225,117310.979016,37,0
6226,177034.68,24,0
6227,117310.979016,34,0
6228,150519.21,23,0
6229,123474.54,41,0
6230,172852.83,36,0
6231,78317.76,45,0
6232,53948.16,26,0
6233,117310.979016,23,0
6234,128889.42,23,0
6235,164681.52,23,0
6236,48173.1,39,0
6237,117310.979016,75,0
6238,58542.48,37,0
6239,34962.63,23,0
6240,57028.02,23,0
6241,117310.979016,33,0
6242,117310.979016,23,0
6243,29201.58,67,0
6244,117310.979016,37,0
6245,148952.31,26,0
6246,73285.2,70,0
6247,51660.15,57,0
6248,94263.36,23,0
6249,77114.43,43,1
6250,70964.37,44,0
6251,53172.78,38,0
6252,117310.979016,37,0
6253,144482.49,32,0
6254,131907.69,40,0
6255,73647.63,35,0
6256,147316.68,39,1
6257,162710.61,33,0
6258,144605.4,47,0
6259,37399.47,41,0
6260,100822.74,24,0
6261,81222.18,11,0
6262,73871.1,24,0
6263,451931.22,27,0
6264,67529.64,34,0
6265,84892.95,23,0
6266,121900.41,43,0
6267,74646.18,33,0
6268,60689.85,23,0
6269,61970.34,23,0
6270,108187.92,38,0
6271,117310.979016,52,0
6272,341608.98,23,0
6273,117310.979016,22,0
6274,117310.979016,71,0
6275,109969.08,38,0
6276,71682.9,35,0
6277,49419.99,55,0
6278,65830.29,23,0
6279,128824.26,27,0
6280,169279.56,23,0
6281,126503.28,28,1
6282,117310.979016,24,1
6283,131061.03,23,0
6284,19167.42,53,0
6285,80279.7,23,0
6286,88655.85,23,0
6287,166158.39,23,0
6288,117310.979016,25,0
6289,162546.9,32,0
6290,103938.39,39,0
6291,117310.979016,41,0
6292,117310.979016,35,0
6293,109642.86,43,0
6294,117310.979016,24,0
6295,115248.36,38,0
6296,162056.04,25,0
6297,127355.67,33,0
6298,117310.979016,23,0
6299,117310.979016,24,0
6300,117310.979016,61,0
6301,58733.43,23,0
6302,66105.69,37,0
6303,104481.15,24,0
6304,88352.1,39,0
6305,62101.92,46,0
6306,445331.91,44,0
6307,24270.42,23,0
6308,95393.19,30,0
6309,53335.8,27,0
6310,92518.44,44,0
6311,55067.19,63,0
6312,70199.31,24,0
6313,81227.37,30,0
6314,55470.84,87,0
6315,117310.979016,22,0
6316,163145.16,25,0
6317,53799.87,83,0
6318,117310.979016,25,0
6319,39851.19,46,0
6320,123795.93,30,0
6321,94195.11,71,0
6322,175156.05,23,0
6323,48800.04,38,0
6324,41459.07,44,0
6325,83997.93,23,0
6326,117310.979016,23,0
6327,285660.09,52,0
6328,109362.24,23,0
6329,117310.979016,52,0
6330,108118.92,40,0
6331,117310.979016,48,0
6332,151092.42,23,0
6333,104975.28,39,1
6334,98577.9,23,0
6335,88014.69,23,0
6336,106721.97,41,0
6337,144548.7,46,0
6338,237837.33,50,0
6339,185599.29,25,0
6340,162556.02,29,0
6341,137628.21,28,0
6342,30836.22,35,0
6343,87795.39,40,0
6344,82863.9,23,0
6345,60524.31,31,0
6346,88677.63,45,0
6347,126492.18,52,0
6348,71509.71,23,0
6349,207436.38,28,0
6350,44400.33,43,0
6351,95936.22,36,0
6352,192630.39,23,0
6353,52099.08,23,0
6354,117310.979016,23,0
6355,102246.03,31,0
6356,117310.979016,15,0
6357,75350.1,23,0
6358,61422.84,23,0
6359,219108.78,50,0
6360,32160.96,23,0
6361,158336.52,31,0
6362,140672.07,65,0
6363,33746.31,62,0
6364,117310.979016,42,0
6365,239735.91,23,0
6366,117310.979016,23,0
6367,184206.96,23,0
6368,167032.05,25,0
6369,117310.979016,23,0
6370,117310.979016,32,0
6371,117310.979016,83,0
6372,49815.42,28,0
6373,139850.64,38,0
6374,41744.13,23,0
6375,75184.11,23,0
6376,77575.41,40,0
6377,29860.17,36,0
6378,69441.84,23,0
6379,73511.16,40,0
6380,105129.54,23,0
6381,74179.35,23,0
6382,39869.13,23,0
6383,168958.32,23,0
6384,117310.979016,45,0
6385,78684.78,61,1
6386,47868.3,35,0
6387,132470.79,25,0
6388,176836.47,36,0
6389,73757.73,23,0
6390,117310.979016,23,0
6391,48619.38,28,0
6392,191468.7,23,0
6393,83010.51,25,0
6394,117310.979016,41,1
6395,251483.7,26,0
6396,33229.29,73,0
6397,128318.52,49,0
6398,152952.54,38,0
6399,100578.15,31,0
6400,111056.64,23,0
6401,270633.06,57,0
6402,84070.26,48,1
6403,100308.57,23,0
6404,117310.979016,27,0
6405,61755.96,28,0
6406,117310.979016,27,0
6407,117310.979016,65,0
6408,148878.27,25,0
6409,117310.979016,31,0
6410,117310.979016,50,0
6411,78741.21,32,0
6412,117310.979016,23,0
6413,115058.31,54,0
6414,62454.21,45,0
6415,83067.69,51,0
6416,197176.38,23,0
6417,132405.93,34,0
6418,76471.41,23,0
6419,72349.92,25,0
6420,146553.39,35,0
6421,45596.34,26,0
6422,137452.86,30,0
6423,140298.03,64,0
6424,58072.89,23,0
6425,87897.18,23,0
6426,117310.979016,24,0
6427,106634.01,23,0
6428,234284.43,60,1
6429,134291.64,53,0
6430,117310.979016,23,0
6431,69883.14,34,0
6432,136858.44,23,0
6433,117310.979016,23,0
6434,117310.979016,26,0
6435,42896.52,35,0
6436,71507.49,68,0
6437,66708.45,26,0
6438,83069.49,69,0
6439,57306.9,39,0
6440,41507.1,37,0
6441,70644.27,37,0
6442,43435.2,37,0
6443,117310.979016,59,0
6444,115843.5,26,0
6445,48045.39,32,1
6446,724541.76,48,0
6447,34226.88,23,0
6448,142544.67,24,0
6449,117310.979016,42,0
6450,95378.16,40,0
6451,287336.37,40,0
6452,321553.71,57,0
6453,111283.86,38,0
6454,101643.63,23,0
6455,129602.79,45,0
6456,157316.01,38,0
6457,117310.979016,25,0
6458,62408.4,42,0
6459,117310.979016,37,0
6460,117310.979016,27,0
6461,19618.62,29,0
6462,60346.14,69,1
6463,84360.48,23,0
6464,61962.63,62,0
6465,66790.68,24,0
6466,115948.05,26,1
6467,117310.979016,23,0
6468,49759.56,54,0
6469,117310.979016,39,0
6470,109551.72,26,0
6471,148172.04,23,0
6472,117310.979016,39,0
6473,60136.14,53,0
6474,74110.05,34,0
6475,100190.82,70,0
6476,117310.979016,49,0
6477,77563.44,22,0
6478,117310.979016,24,0
6479,339483.39,29,0
6480,143211.54,86,0
6481,51687.45,30,0
6482,128216.16,72,0
6483,117310.979016,52,1
6484,117310.979016,39,0
6485,149417.25,22,0
6486,82234.11,38,0
6487,117310.979016,23,0
6488,205488.69,24,0
6489,117310.979016,23,0
6490,269137.74,23,0
6491,236787.0,27,0
6492,143536.56,46,0
6493,70759.89,24,0
6494,117310.979016,36,0
6495,69289.98,23,0
6496,127178.97,23,0
6497,41241.69,25,0
6498,39070.98,41,0
6499,117310.979016,62,0
6500,73292.16,34,0
6501,134059.83,25,0
6502,144270.66,23,0
6503,81565.68,23,0
6504,257963.64,76,0
6505,166233.84,44,0
6506,90379.14,28,0
6507,175840.83,23,0
6508,152814.09,23,0
6509,212788.35,31,0
6510,38796.57,53,0
6511,58729.59,28,1
6512,62288.46,26,0
6513,81199.59,26,0
6514,83065.2,24,0
6515,170787.03,24,0
6516,91307.76,23,0
6517,97255.71,43,0
6518,85282.65,78,0
6519,148294.74,35,0
6520,145748.49,48,1
6521,34992.18,23,0
6522,73995.03,39,0
6523,123731.61,25,0
6524,110564.55,24,0
6525,117310.979016,23,0
6526,120598.62,23,0
6527,127268.31,49,0
6528,128562.36,24,0
6529,21720.87,23,0
6530,68724.21,37,0
6531,84196.5,27,0
6532,61380.21,48,0
6533,117310.979016,28,0
6534,98590.41,55,0
6535,117310.979016,24,0
6536,229196.82,52,0
6537,105538.02,43,0
6538,94108.71,25,0
6539,117310.979016,40,0
6540,157598.82,27,0
6541,20746.02,29,0
6542,195193.44,23,0
6543,59856.12,32,0
6544,152690.94,47,0
6545,177395.19,23,0
6546,101008.29,25,0
6547,119775.99,40,0
6548,193398.27,33,0
6549,112704.54,49,1
6550,62228.58,61,0
6551,86622.21,37,0
6552,167170.2,23,0
6553,35356.59,27,0
6554,99048.24,28,0
6555,115499.97,34,0
6556,86746.2,24,0
6557,117310.979016,23,0
6558,53321.34,42,0
6559,13150.38,78,0
6560,67572.48,68,0
6561,40978.11,24,0
6562,117310.979016,61,0
6563,48336.54,28,0
6564,83213.22,23,0
6565,115656.66,23,0
6566,83667.48,38,0
6567,55844.13,26,0
6568,126762.48,5,0
6569,99890.52,38,0
6570,32786.43,36,0
6571,71824.77,31,0
6572,29439.0,23,0
6573,145235.76,38,0
6574,117310.979016,39,0
6575,92251.41,43,0
6576,117310.979016,24,0
6577,92365.62,43,0
6578,116251.26,30,0
6579,117310.979016,22,0
6580,308327.16,27,0
6581,197331.75,22,0
6582,117310.979016,31,1
6583,69018.12,60,0
6584,56966.61,23,1
6585,117310.979016,27,0
6586,117310.979016,34,1
6587,157372.23,23,0
6588,64175.7,47,0
6589,39328.11,23,0
6590,127181.28,25,0
6591,68744.73,45,0
6592,37834.11,42,0
6593,23563.59,26,0
6594,117310.979016,44,0
6595,110566.71,23,0
6596,50021.13,37,0
